model,model_key,lambda,run_seed,epoch,lr,phase,loss,cls_loss,reg_loss,acc,tol1_acc,ang_mae_deg,fr,spikes_per_sample,synops_per_sample
ConvRecSNN,conv_snn,0.3,274,6,0.0002,val,0.4951311135292053,0.4767035150527954,0.01842759519815445,0.99875,1.0,1.4827880573272705,0.06142531514167786,6616.24375,1278540.385
ConvRecSNN,conv_snn,1.0,274,1,0.001879422863405995,train,2.1119589529037475,2.0538536081314085,0.058105351358652114,0.42575,0.7675,13.881058525085448,0.058105351358652114,6258.64375,1206553.953
ConvRecSNN,conv_snn,1.0,274,1,0.001879422863405995,val,1.1183020305633544,1.0669661569595337,0.05133586436510086,0.7925,1.0,2.01419997215271,0.05133586436510086,5529.48875,1067903.545
ConvRecSNN,conv_snn,1.0,274,2,0.0015500000000000002,train,1.159517457485199,1.106123487472534,0.05339396834373474,0.77475,0.9875,2.5538125867843626,0.05339396834373474,5751.17125,1110017.213
ConvRecSNN,conv_snn,1.0,274,2,0.0015500000000000002,val,0.8132493448257446,0.7615079832077026,0.051741354763507844,0.8925,1.0,1.6481873512268066,0.051741354763507844,5573.165,1076223.96
ConvRecSNN,conv_snn,1.0,274,3,0.0011,train,0.9177776045799255,0.8615584344863891,0.05621916887164116,0.88175,0.99525,2.1839852313995363,0.05621916887164116,6055.47925,1169032.363
ConvRecSNN,conv_snn,1.0,274,3,0.0011,val,0.6436488890647888,0.5906017351150513,0.05304715171456337,0.96875,1.0,1.268105878829956,0.05304715171456337,5713.815,1103615.155
ConvRecSNN,conv_snn,1.0,274,4,0.0006500000000000003,train,0.8272527351379394,0.7701771793365478,0.05707555866241455,0.90475,0.99325,2.069792371749878,0.05707555866241455,6147.72275,1187092.649
ConvRecSNN,conv_snn,1.0,274,4,0.0006500000000000003,val,0.6090634417533874,0.5536794018745422,0.055384043455123905,0.97125,1.0,1.4214877843856812,0.055384043455123905,5965.52625,1152311.55
ConvRecSNN,conv_snn,1.0,274,5,0.0003205771365940052,train,0.7584150586128234,0.6966113662719726,0.06180369746685028,0.92575,0.996,2.080927175521851,0.06180369746685028,6657.0,1285780.486
ConvRecSNN,conv_snn,1.0,274,5,0.0003205771365940052,val,0.5682611680030822,0.5077500915527344,0.06051108375191688,0.9925,1.0,1.3892436742782592,0.06051108375191688,6517.77,1259494.825
ConvRecSNN,conv_snn,1.0,274,6,0.0002,train,0.7135819525718688,0.6507177677154541,0.06286418724060058,0.94875,0.99675,2.04414831161499,0.06286418724060058,6771.2275,1308351.779
ConvRecSNN,conv_snn,1.0,274,6,0.0002,val,0.5418844151496888,0.4819884502887726,0.05989595964550972,0.99625,1.0,1.4910843753814698,0.05989595964550972,6451.51375,1246929.98
FlatLIFSNN,flat_snn,0.0,274,1,0.001879422863405995,train,2.405588274002075,2.405588274002075,0.0,0.4005,0.766,15.995007678985596,0.3058219497203827,2583.58375,208733.193
FlatLIFSNN,flat_snn,0.0,274,1,0.001879422863405995,val,1.2592213916778565,1.2592213916778565,0.0,0.875,0.99875,2.386651258468628,0.40279283285140993,3402.79375,264021.07
FlatLIFSNN,flat_snn,0.0,274,2,0.0015500000000000002,train,1.2515286140441895,1.2515286140441895,0.0,0.75975,0.9755,3.202523885726929,0.4041419987678528,3414.1915,262663.011
FlatLIFSNN,flat_snn,0.0,274,2,0.0015500000000000002,val,0.8150518941879272,0.8150518941879272,0.0,0.96625,0.9975,1.6653242588043213,0.4202198898792267,3550.0175,274553.165
FlatLIFSNN,flat_snn,0.0,274,3,0.0011,train,0.9564540014266968,0.9564540014266968,0.0,0.864,0.99,2.482929256439209,0.40891735911369326,3454.53375,265099.502
FlatLIFSNN,flat_snn,0.0,274,3,0.0011,val,0.6241824364662171,0.6241824364662171,0.0,0.9975,1.0,1.3492729568481445,0.4221511137485504,3566.3325,276598.245
FlatLIFSNN,flat_snn,0.0,274,4,0.0006500000000000003,train,0.7977420520782471,0.7977420520782471,0.0,0.92625,0.9955,2.0436248960494994,0.4124133949279785,3484.06825,266986.282
FlatLIFSNN,flat_snn,0.0,274,4,0.0006500000000000003,val,0.5559907746315003,0.5559907746315003,0.0,0.99875,1.0,1.5595420074462891,0.42450551509857176,3586.2225,277754.045
FlatLIFSNN,flat_snn,0.0,274,5,0.0003205771365940052,train,0.7143129067420959,0.7143129067420959,0.0,0.95075,0.9995,1.9112442989349365,0.4137289423942566,3495.182,267454.181
FlatLIFSNN,flat_snn,0.0,274,5,0.0003205771365940052,val,0.5220569086074829,0.5220569086074829,0.0,1.0,1.0,1.5711814403533935,0.42579872131347657,3597.1475,278329.275
FlatLIFSNN,flat_snn,0.0,274,6,0.0002,train,0.6610391368865967,0.6610391368865967,0.0,0.97525,0.999,1.7367593193054198,0.4154029774665833,3509.32425,268541.177
FlatLIFSNN,flat_snn,0.0,274,6,0.0002,val,0.5114915657043457,0.5114915657043457,0.0,1.0,1.0,1.5862991619110107,0.4262412846088409,3600.88625,278490.78
FlatLIFSNN,flat_snn,0.03,274,1,0.001879422863405995,train,2.4187539138793945,2.4098035430908205,0.008950380012392997,0.389,0.75575,17.45385606765747,0.2983460077047348,2520.427,202870.216
FlatLIFSNN,flat_snn,0.03,274,1,0.001879422863405995,val,1.2755444288253783,1.263617467880249,0.01192694876343012,0.90125,0.99625,3.0685262966156004,0.3975649654865265,3358.62875,259831.555
FlatLIFSNN,flat_snn,0.03,274,2,0.0015500000000000002,train,1.2746067895889281,1.262744122505188,0.011862671509385109,0.75475,0.97325,3.4240732555389406,0.39542239212989805,3340.52825,255803.468
FlatLIFSNN,flat_snn,0.03,274,2,0.0015500000000000002,val,0.8111392378807067,0.7987925100326538,0.012346719801425933,0.98,0.99875,1.2852380895614623,0.41155733704566955,3476.83625,268162.165
FlatLIFSNN,flat_snn,0.03,274,3,0.0011,train,0.9688993620872498,0.9569202709197998,0.011979091055691242,0.8615,0.98925,2.535783449172974,0.39930304312705994,3373.312,257025.98
FlatLIFSNN,flat_snn,0.03,274,3,0.0011,val,0.6358021903038025,0.6233444356918335,0.012457754835486412,0.99875,1.0,1.3207460021972657,0.4152585065364838,3508.10375,270065.31
FlatLIFSNN,flat_snn,0.03,274,4,0.0006500000000000003,train,0.8137748155593872,0.8017000713348389,0.012074742592871189,0.91825,0.996,2.1177882213592527,0.4024914288520813,3400.2475,258803.855
FlatLIFSNN,flat_snn,0.03,274,4,0.0006500000000000003,val,0.565269570350647,0.5528016901016235,0.012467875815927983,0.99875,1.0,1.4638452672958373,0.4155958640575409,3510.95375,270067.745
FlatLIFSNN,flat_snn,0.03,274,5,0.0003205771365940052,train,0.7236222219467163,0.7115166630744935,0.01210555849224329,0.948,0.998,1.9184921188354491,0.4035186257362366,3408.92525,259523.285
FlatLIFSNN,flat_snn,0.03,274,5,0.0003205771365940052,val,0.5332436823844909,0.5207355165481568,0.012508172132074833,1.0,1.0,1.5495995903015136,0.4169390833377838,3522.30125,270945.225
FlatLIFSNN,flat_snn,0.03,274,6,0.0002,train,0.6734394106864929,0.6612920169830322,0.012147395335137845,0.97325,0.99975,1.771029317855835,0.40491318607330323,3420.7065,260444.969
FlatLIFSNN,flat_snn,0.03,274,6,0.0002,val,0.521568284034729,0.5090759944915771,0.012492294162511826,1.0,1.0,1.556700258255005,0.4164098167419434,3517.83,270648.56
FlatLIFSNN,flat_snn,0.1,274,1,0.001879422863405995,train,2.433749858856201,2.405151226043701,0.028598643116652965,0.38925,0.76075,16.029956218719484,0.28598642694950105,2416.01325,195136.369
FlatLIFSNN,flat_snn,0.1,274,1,0.001879422863405995,val,1.3300641345977784,1.2911020374298097,0.03896209344267845,0.8175,0.99875,2.132475528717041,0.38962092995643616,3291.5175,257258.23
FlatLIFSNN,flat_snn,0.1,274,2,0.0015500000000000002,train,1.288705864906311,1.2503398180007934,0.03836604717373848,0.757,0.976,3.155032886505127,0.3836604645252228,3241.1635,249350.647
FlatLIFSNN,flat_snn,0.1,274,2,0.0015500000000000002,val,0.8431823110580444,0.8031308746337891,0.04005143418908119,0.9675,0.99875,1.2170368003845216,0.4005143344402313,3383.545,263038.66
FlatLIFSNN,flat_snn,0.1,274,3,0.0011,train,0.9841394691467286,0.9453723955154419,0.038767076909542085,0.87475,0.99,2.4227339859008787,0.38767076110839843,3275.0425,250785.663
FlatLIFSNN,flat_snn,0.1,274,3,0.0011,val,0.6657728409767151,0.6254269671440125,0.04034588277339935,0.995,1.0,1.3533208274841309,0.4034588181972504,3408.42,264570.685
FlatLIFSNN,flat_snn,0.1,274,4,0.0006500000000000003,train,0.8330054674148559,0.7942113237380981,0.038794145554304126,0.92,0.9965,2.1221343965530397,0.38794144916534423,3277.32925,250726.122
FlatLIFSNN,flat_snn,0.1,274,4,0.0006500000000000003,val,0.5910634398460388,0.5505929160118103,0.04047052785754204,0.99625,1.0,1.4684524583816527,0.40470526576042176,3418.95,265557.77
FlatLIFSNN,flat_snn,0.1,274,5,0.0003205771365940052,train,0.743873911857605,0.7049462485313416,0.03892766544222832,0.94925,0.99825,1.889488416671753,0.3892766463756561,3288.609,251625.635
FlatLIFSNN,flat_snn,0.1,274,5,0.0003205771365940052,val,0.559905960559845,0.5195234870910644,0.040382473915815356,1.0,1.0,1.5081100702285766,0.40382473468780516,3411.51125,264903.575
FlatLIFSNN,flat_snn,0.1,274,6,0.0002,train,0.700236852645874,0.6612332401275635,0.0390036181807518,0.9705,1.0,1.7757870206832886,0.3900361728668213,3295.0255,252276.172
FlatLIFSNN,flat_snn,0.1,274,6,0.0002,val,0.5452334141731262,0.5048333287239075,0.040400081425905225,0.99875,1.0,1.5665122270584106,0.40400080680847167,3412.99875,265216.22
FlatLIFSNN,flat_snn,0.3,274,1,0.001879422863405995,train,2.5373750314712527,2.460393165588379,0.07698185136914253,0.36125,0.719,19.061185543060304,0.2566061580181122,2167.80875,177102.851
FlatLIFSNN,flat_snn,0.3,274,1,0.001879422863405995,val,1.4440877103805543,1.3362113952636718,0.10787629514932633,0.79,0.99875,1.8122460651397705,0.35958763599395754,3037.79625,238909.315
FlatLIFSNN,flat_snn,0.3,274,2,0.0015500000000000002,train,1.3729815549850464,1.267722632408142,0.10525892108678818,0.762,0.98175,3.13917737197876,0.3508630545139313,2964.091,229387.482
FlatLIFSNN,flat_snn,0.3,274,2,0.0015500000000000002,val,0.9223040056228637,0.8113621020317078,0.11094190329313278,0.98625,1.0,1.3364140892028809,0.3698063278198242,3124.12375,244017.185
FlatLIFSNN,flat_snn,0.3,274,3,0.0011,train,1.0507344961166383,0.9450812916755676,0.10565320426225662,0.88025,0.99275,2.3422910079956054,0.3521773316860199,2975.194,228693.425
FlatLIFSNN,flat_snn,0.3,274,3,0.0011,val,0.7384487700462341,0.6274022936820984,0.11104648381471634,0.99375,1.0,1.4510547065734862,0.3701549291610718,3127.06875,244439.57
FlatLIFSNN,flat_snn,0.3,274,4,0.0006500000000000003,train,0.8977218422889709,0.7927258529663086,0.10499598556756973,0.92275,0.9965,2.0880867309570315,0.34998660516738894,2956.68675,227438.893
FlatLIFSNN,flat_snn,0.3,274,4,0.0006500000000000003,val,0.6597853350639343,0.5496451950073242,0.11014014452695847,1.0,1.0,1.5058541488647461,0.36713379979133604,3101.54625,243148.39
FlatLIFSNN,flat_snn,0.3,274,5,0.0003205771365940052,train,0.8018832345008851,0.6971131725311279,0.10477006357908249,0.9625,0.99875,1.8391990089416503,0.3492335293292999,2950.32475,227700.957
FlatLIFSNN,flat_snn,0.3,274,5,0.0003205771365940052,val,0.6270458698272705,0.5172693181037903,0.10977655231952667,1.0,1.0,1.5454420471191406,0.36592182636260984,3091.3075,242907.445
FlatLIFSNN,flat_snn,0.3,274,6,0.0002,train,0.752649133682251,0.6480806674957276,0.10456846451759338,0.979,1.0,1.7150331478118896,0.34856153225898745,2944.64775,227617.749
FlatLIFSNN,flat_snn,0.3,274,6,0.0002,val,0.6137179493904114,0.5043179941177368,0.10939995437860489,1.0,1.0,1.5649210405349732,0.36466650128364564,3080.7025,242432.745
FlatLIFSNN,flat_snn,1.0,274,1,0.001879422863405995,train,2.7785561656951905,2.5960919666290283,0.18246419739723205,0.34325,0.67,25.38765482711792,0.18246419739723205,1541.4575,128260.836
FlatLIFSNN,flat_snn,1.0,274,1,0.001879422863405995,val,1.657940034866333,1.3697642993927002,0.28817576050758364,0.77875,0.99875,2.9942309856414795,0.28817576050758364,2434.50875,191497.435
FlatLIFSNN,flat_snn,1.0,274,2,0.0015500000000000002,train,1.544512858390808,1.2745691442489624,0.26994372296333313,0.754,0.9785,3.2666508712768554,0.26994372296333313,2280.4845,174752.942
FlatLIFSNN,flat_snn,1.0,274,2,0.0015500000000000002,val,1.1271653699874877,0.8368416118621826,0.2903237497806549,0.97125,1.0,1.4934326648712157,0.2903237497806549,2452.655,191492.325
FlatLIFSNN,flat_snn,1.0,274,3,0.0011,train,1.2200509395599366,0.9542421426773071,0.26580880999565126,0.8745,0.994,2.399361042022705,0.26580880999565126,2245.55275,170762.355
FlatLIFSNN,flat_snn,1.0,274,3,0.0011,val,0.938482027053833,0.6543279266357422,0.2841540956497192,0.9825,1.0,1.270173978805542,0.2841540956497192,2400.53375,187189.69
FlatLIFSNN,flat_snn,1.0,274,4,0.0006500000000000003,train,1.0618060264587403,0.7993438410758972,0.2624621880054474,0.922,0.9965,2.079639595985413,0.2624621880054474,2217.2805,169088.663
FlatLIFSNN,flat_snn,1.0,274,4,0.0006500000000000003,val,0.8432806301116943,0.5611132502555847,0.2821673834323883,1.0,1.0,1.4845540714263916,0.2821673834323883,2383.75,186710.825
FlatLIFSNN,flat_snn,1.0,274,5,0.0003205771365940052,train,0.9656597604751587,0.7057942190170288,0.2598655381202698,0.96075,0.999,1.846333002090454,0.2598655381202698,2195.344,167915.125
FlatLIFSNN,flat_snn,1.0,274,5,0.0003205771365940052,val,0.807255859375,0.5274112176895142,0.2798446452617645,1.0,1.0,1.51445499420166,0.2798446452617645,2364.1275,186026.38
FlatLIFSNN,flat_snn,1.0,274,6,0.0002,train,0.9148080949783325,0.6562939653396607,0.25851412558555603,0.9785,0.9995,1.7145374364852906,0.25851412558555603,2183.92725,167688.145
FlatLIFSNN,flat_snn,1.0,274,6,0.0002,val,0.789095869064331,0.5118919467926025,0.2772039270401001,1.0,1.0,1.568031439781189,0.2772039270401001,2341.81875,184246.685
CRNNBaseline,crnn,0.0,274,1,0.001879422863405995,train,1.9826363716125488,1.9826363716125488,0.0,0.427,0.7635,11.216170318603515,0.0,0.0,0.0
CRNNBaseline,crnn,0.0,274,1,0.001879422863405995,val,0.8122998332977295,0.8122998332977295,0.0,0.90875,1.0,1.6346493768692016,0.0,0.0,0.0
CRNNBaseline,crnn,0.0,274,2,0.0015500000000000002,train,1.1064234189987183,1.1064234189987183,0.0,0.72025,0.97,3.6200164470672607,0.0,0.0,0.0
CRNNBaseline,crnn,0.0,274,2,0.0015500000000000002,val,0.6288565301895142,0.6288565301895142,0.0,0.9625,1.0,1.3707618045806884,0.0,0.0,0.0
CRNNBaseline,crnn,0.0,274,3,0.0011,train,0.9019953699111939,0.9019953699111939,0.0,0.799,0.9885,2.8639760036468505,0.0,0.0,0.0
CRNNBaseline,crnn,0.0,274,3,0.0011,val,0.5445876908302307,0.5445876908302307,0.0,0.975,1.0,1.4090656852722168,0.0,0.0,0.0
CRNNBaseline,crnn,0.0,274,4,0.0006500000000000003,train,0.785139265537262,0.785139265537262,0.0,0.85725,0.99275,2.5519715518951416,0.0,0.0,0.0
CRNNBaseline,crnn,0.0,274,4,0.0006500000000000003,val,0.46558817267417907,0.46558817267417907,0.0,0.9975,1.0,1.5094668388366699,0.0,0.0,0.0
CRNNBaseline,crnn,0.0,274,5,0.0003205771365940052,train,0.6734679517745972,0.6734679517745972,0.0,0.912,0.9975,2.1486228065490725,0.0,0.0,0.0
CRNNBaseline,crnn,0.0,274,5,0.0003205771365940052,val,0.4507060921192169,0.4507060921192169,0.0,1.0,1.0,1.5744424962997436,0.0,0.0,0.0
CRNNBaseline,crnn,0.0,274,6,0.0002,train,0.6229268760681153,0.6229268760681153,0.0,0.93375,0.998,2.0708264265060423,0.0,0.0,0.0
CRNNBaseline,crnn,0.0,274,6,0.0002,val,0.44233785271644593,0.44233785271644593,0.0,1.0,1.0,1.624894723892212,0.0,0.0,0.0
ConvRecSNN,conv_snn,0.0,275,1,0.001879422863405995,train,1.995283878326416,1.995283878326416,0.0,0.45425,0.82025,9.150115072250367,0.05418612468242645,5836.496,1125862.727
ConvRecSNN,conv_snn,0.0,275,1,0.001879422863405995,val,1.0189226293563842,1.0189226293563842,0.0,0.79,1.0,1.9441752338409424,0.04898639306426048,5276.4225,1018980.63
ConvRecSNN,conv_snn,0.0,275,2,0.0015500000000000002,train,1.0763482928276062,1.0763482928276062,0.0,0.78525,0.988,2.642031376838684,0.051114148259162905,5505.60725,1063153.64
ConvRecSNN,conv_snn,0.0,275,2,0.0015500000000000002,val,0.6822224330902099,0.6822224330902099,0.0,0.95125,1.0,1.4071776485443115,0.048045898973941806,5175.12,998762.355
ConvRecSNN,conv_snn,0.0,275,3,0.0011,train,0.8919842309951782,0.8919842309951782,0.0,0.85225,0.99,2.4002807273864746,0.05166028702259064,5564.433,1073930.79
ConvRecSNN,conv_snn,0.0,275,3,0.0011,val,0.5597527933120727,0.5597527933120727,0.0,0.98625,1.0,1.3155141592025756,0.04996671557426453,5382.015,1039172.885
ConvRecSNN,conv_snn,0.0,275,4,0.0006500000000000003,train,0.7499152717590332,0.7499152717590332,0.0,0.91075,0.9945,2.046786964416504,0.05406930410861969,5823.913,1124643.793
ConvRecSNN,conv_snn,0.0,275,4,0.0006500000000000003,val,0.5053586316108704,0.5053586316108704,0.0,0.995,1.0,1.3678187942504882,0.05218420296907425,5620.865,1085729.05
ConvRecSNN,conv_snn,0.0,275,5,0.0003205771365940052,train,0.6754344367980957,0.6754344367980957,0.0,0.938,0.99525,2.0328862075805665,0.05636127233505249,6070.7855,1172650.868
ConvRecSNN,conv_snn,0.0,275,5,0.0003205771365940052,val,0.4828201913833618,0.4828201913833618,0.0,0.99375,1.0,1.4737998819351197,0.05602043956518173,6034.07375,1165627.9
